Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/Action Taken,Week
MH/NDB/2024/10/364,Maharashtra,Nandurbar,Acute Diarrheal Disease,18,0,09-03-2024,09-03-2024,Under Surveillance,"Cases from Village Mhasavad, Sub-District Shahade. Loose stools, nausea and vomiting. Age group 10-65 years.",week 10
MH/NDB/2024/10/365,Maharashtra,Nandurbar,Acute Diarrheal Disease,76,0,08-03-2024,08-03-2024,Under Surveillance,"Cases from Village Ghotane, Sub-District Nandurbar. Giddiness, nausea and vomiting. Age group 10-65 years.",week 10
MH/SIN/2024/10/366,Maharashtra,Sindhudurg,Acute Diarrheal Disease,146,0,08-03-2024,08-03-2024,Under Surveillance,"Cases from Jawahar Navoday Vidyalay, Village Sangeli, Sub-District Sawantwadi. Vomiting, loose motion, abdominal pain and weakness. 1 vomitus sample - negative. All cases had food in their mess.",week 10
OR/GJN/2024/10/367,Odisha,Ganjam,Cholera,72,0,06-03-2024,07-03-2024,Under Control,"Cases from Village Lalsingi, Sub-District Bhanjanagar. Rectal swabs positive for Vibrio Cholera. Water samples unfit for potable purpose. All cases had food in a religious function.",week 10
OR/JHA/2024/10/368,Odisha,Jharsuguda,Food Poisoning,53,0,04-03-2024,04-03-2024,Under Control,"Cases from Village Bhimjor, Sub-District Laikera. Vomiting and loose motion. Rectal swabs - no pathogenic organism; water fit for potable purpose. All cases had food in a wedding function.",week 10
OR/MAL/2024/10/369,Odisha,Malkangiri,Food Poisoning,28,1,06-03-2024,06-03-2024,Under Surveillance,"Cases from Village Bandhaguda, Sub-District Mathili. Food samples unfit for consumption (E. Coli); water samples fit. All cases had food in a wedding function. 6 year girl child expired 06-03-24.",week 10
OR/SBP/2024/10/370,Odisha,Sambalpur,Acute Diarrheal Disease,42,0,07-03-2024,07-03-2024,Under Surveillance,"Cases from Village Talaba, Sub-District Sasan. Loose motion and abdominal pain. 11 water samples unfit for potable purpose. All cases had food in a wedding function.",week 10
OR/SUN/2024/10/371,Odisha,Sundargarh,Acute Diarrheal Disease,16,0,09-03-2024,10-03-2024,Under Control,"Cases from Village Kantiamura, Sub-District Bargaoan. Vomiting and loose motion. Rectal swab - no pathogenic organism; water samples fit. Treated symptomatically.",week 10
RJ/KOT/2024/10/372,Rajasthan,Kota,Food Poisoning,104,0,06-03-2024,07-03-2024,Under Surveillance,"Cases from Chittora farm House, Kota City. 2 food samples substandard; 1 water sample unfit. All cases had dinner in a marriage ceremony on 04-03-2024. Vomiting, loose stools and pain abdomen.",week 10
TN/KRI/2024/10/373,Tamil Nadu,Krishnagiri,Mumps,6,0,06-03-2024,07-03-2024,Under Surveillance,"Cases from Parvathyagar, Kalekunda, Sub-District Hosur. All 5 blood samples positive for Mumps IgM by ELISA; 1 buccal sample positive. Age group 1-10 years.",week 10
TN/PER/2024/10/374,Tamil Nadu,Perambalur,Dengue,88,0,07-03-2024,07-03-2024,Under Surveillance,"Cases from Village V. Kalathur, Sub-District Veppanthattai. 22 out of 88 blood samples positive for Dengue (6 IgM, 16 NS1 by ELISA). 2 water samples unfit. Community awareness on vector control.",week 10
TN/TPL/2024/10/375,Tamil Nadu,Tiruchirappalli,Mumps,17,0,04-03-2024,06-03-2024,Under Surveillance,"Cases from Village Koodalur, Sub-District Srirangam. All 7 blood samples positive for Mumps IgM by ELISA; 3 buccal samples positive. Age group 1-10 years.",week 10
TN/TPL/2024/10/376,Tamil Nadu,Tiruchirappalli,Chickenpox,64,0,05-03-2024,06-03-2024,Under Surveillance,"Cases from Village Keela Chithirai Street, Sub-District Srirangam. Fever with rash. Age group 5-14 years. Treated symptomatically.",week 10
TN/TVM/2024/10/377,Tamil Nadu,Tiruvannamalai,Mumps,8,0,05-03-2024,06-03-2024,Under Surveillance,"Cases from Village Maruthuvambady, Sub-District Chetpet. All 3 blood samples positive for Mumps IgM by ELISA; 2 buccal samples positive. Age group 1-10 years.",week 10
DH/DNH/2024/10/378,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Mumps,6,0,05-03-2024,06-03-2024,Under Surveillance,"Cases from Piety Nursery Father Agnelo School, Silvassa. Fever with parotid gland swelling and pain. Age group 4-5 years.",week 10
UP/BAL/2024/10/379,Uttar Pradesh,Ballia,Leptospirosis,3,0,01-03-2024,04-03-2024,Under Surveillance,"Cases from Village Hanumanganj, Sub-District Ballia. 1 out of 3 blood samples positive for Leptospira IgM by ELISA. Fever with bodyache. Community awareness on vector control.",week 10
AR/EKM/2024/10/380,Arunachal Pradesh,East Kameng,Human Rabies,2,2,16-02-2024,,Under Control,"(Late report) Cases from Village Wessang, Sub-District Seppa HQ. Dog bite 5-6 months back. Did not receive ARV. 37 year old male expired on 16th February; 52 year old male expired on 24th February 2024.",week 10
CT/RGN/2024/10/381,Chhattisgarh,Rajnandgaon,Chickenpox,20,0,23-02-2024,,Under Control,(Late report) Cases from Sub-District Rajnandgaon. Fever with maculo-papular rash. Treated symptomatically.,week 10
GO/PNJ/2024/10/382,Goa,North Goa,Kyasanur Forest Disease,6,0,28-02-2024,,Under Surveillance,"(Late report) Cases from Hivrem and Golaulim, Sub-District Satari. 6 out of 65 blood samples positive for KFD Virus by RT-PCR. Age group 35-50 years. Community awareness on vector control.",week 10
KL/MLP/2024/10/383,Kerala,Malappuram,Food Poisoning,20,0,29-02-2024,,Under Control,(Late report) Cases from Sub-District Tirurangadi. Children from 9 schools developed symptoms after school lunch. 2 out of 9 food samples unsatisfactory; water sample fit. Treated symptomatically.,week 10
TN/KRI/2024/10/384,Tamil Nadu,Krishnagiri,Measles,14,0,21-02-2024,,Under Surveillance,"(Late report) Cases from Village Kodagarai, Sub-District Anchetty. 3 out of 10 blood samples positive for Measles IgM by ELISA. Age group 1-14 years.",week 10
UP/FAT/2024/10/385,Uttar Pradesh,Fatehpur,Fever with rash,5,0,23-02-2024,,Under Surveillance,"(Late report) Cases from Village Akilabad, Sub-District Bindki. All 4 blood samples negative for Measles IgM by ELISA. All cases unvaccinated. Vitamin A given.",week 10
AR/PPM/2024/11/386,Arunachal Pradesh,Papumpare,Mumps,115,0,14-03-2024,15-03-2024,Under Surveillance,Cases from various health facilities under ICR. Fever and parotid swelling. 6 buccal swabs positive for Mumps by RT-PCR. RRT investigated. Age 3-55 yrs. Symptomatic treatment. Community awareness on hygiene.,week 11
AS/SNT/2024/11/387,Assam,Biswanath,Chickenpox,10,0,14-03-2024,14-03-2024,Under Surveillance,"Cases from Monabari TE. Fever, vesicular rash, weakness, body pain, headache. All age groups. Clinically diagnosed. RRT investigated. Community awareness on hygiene.",week 11
AS/DHU/2024/11/388,Assam,Dhubri,Measles,15,0,16-03-2024,16-03-2024,Under Surveillance,"Cases from Salkocha SHC, Sreegram Pt.V. Fever with rash. Age 8 months to 12 yrs. 3/5 samples positive for Anti-Measles IgM ELISA. Vitamin A given. RRT investigated.",week 11
AS/DBG/2024/11/389,Assam,Dibrugarh,Measles,14,0,11-03-2024,11-03-2024,Under Surveillance,"Cases from Sepon Chah Bagicha. Fever, blister rash, body pain, cough. Age 6-15 yrs. 1 sample positive Measles IgM ELISA. Vitamin A given. RRT investigated.",week 11
AS/GLP/2024/11/390,Assam,Goalpara,Measles,17,0,11-03-2024,12-03-2024,Under Control,Cases from Bhelterghat village. Fever with vesicular rash. Age 0-5 yrs. 1/5 samples positive Measles IgM ELISA. Vitamin A given. RRT investigated.,week 11
AS/JRT/2024/11/391,Assam,Jorhat,Human Rabies,1,1,11-03-2024,11-03-2024,Under Control,"Case from Narayanpur TE. Hydrophobia, breathlessness, vomiting. Dog bite 12.1.2024. Did not take ARV. Death of 30 yr male on 8.3.24. RRT investigated. AH&V Dept informed.",week 11
AS/SBS/2024/11/392,Assam,Sivasagar,Acute Diarrheal Disease,8,0,14-03-2024,15-03-2024,Under Control,"Cases from Mout Gaon, Khelua BPHC. Abdominal pain, loose stool. Age <15 and >60 yrs. Rectal swabs showed E.coli. RRT investigated. Community awareness.",week 11
BH/SHS/2024/11/393,Bihar,Sheohar,Fever with Rash,7,0,15-03-2024,17-03-2024,Under Surveillance,Cases from Tariani Chowk. Fever with rash. All age groups. 3 samples negative Measles IgM ELISA. Vitamin A given. Symptomatic treatment. RRT investigated.,week 11
BH/VSH/2024/11/394,Bihar,Vaishali,Measles,18,0,15-03-2024,16-03-2024,Under Surveillance,"Cases from Madhopur, Jandaha. Fever with rash. Age 1-19 yrs. 4/6 samples positive Measles IgM ELISA. Vitamin A given. RRT investigated.",week 11
CT/BLS/2024/11/395,Chhattisgarh,Bilaspur,Measles,19,0,13-03-2024,14-03-2024,Under Control,"Cases from Bilha, Bilaspur. Cough with fever. Age 0-10 yrs. 6/8 samples positive Measles IgM ELISA. Vitamin A given. Home isolation advised. RRT investigated.",week 11
CT/BLS/2024/11/396,Chhattisgarh,Bilaspur,Chickenpox,5,0,13-03-2024,13-03-2024,Under Control,"Cases from PHC Sagar, Takhatpur. Fever with rash. All <10 yrs. Clinically diagnosed. Home isolation advised. RRT investigated.",week 11
CT/DUR/2024/11/397,Chhattisgarh,Durg,Measles,23,0,14-03-2024,15-03-2024,Under Control,"Cases from Jheet, Mahuda, Patan. Fever with rash. 8/23 samples positive Measles IgM ELISA. Vitamin A given. Home isolation advised. RRT investigated.",week 11
GJ/AHM/2024/11/398,Gujarat,Ahmedabad,Acute Diarrheal Disease,17,0,08-03-2024,11-03-2024,Under Control,"Cases from Motaharipura, Viramgam. Diarrhea, abdominal pain after religious ceremony food. Age 18-40 yrs. 3 stool samples negative. RRT investigated.",week 11
GJ/BHR/2024/11/399,Gujarat,Bharuch,Typhoid,59,0,12-03-2024,13-03-2024,Under Surveillance,"Cases from Jambusar. High-grade fever, abdominal pain. Age 10-40 yrs. 59 samples positive Widal. Water samples fit for drinking. RRT investigated.",week 11
GJ/JNR/2024/11/400,Gujarat,Jamnagar,Measles,10,0,11-03-2024,15-03-2024,Under Surveillance,"Cases from PHC Samana, Bagadhara. Fever with rash. Age 1-30 yrs. Only 3/10 vaccinated. 8/10 samples positive Measles IgM ELISA. RRT investigated.",week 11
GJ/KHD/2024/11/401,Gujarat,Kheda,Jaundice,6,0,11-03-2024,13-03-2024,Under Control,Cases from UHC Kapadwanj. Jaundice. Age 18-60 yrs. Samples negative for HEV/HAV/HBsAG/HCV. Pipeline leakage repaired. Contaminated water suspected. RRT investigated.,week 11
GJ/KHD/2024/11/402,Gujarat,Kheda,Food Poisoning,22,0,10-03-2024,11-03-2024,Under Control,"Cases from Sandhana, Matar. Diarrhea, vomiting after marriage function. All age groups. Stool negative V.Cholera. Contaminated food suspected. RRT investigated.",week 11
HP/HPR/2024/11/403,Himachal Pradesh,Hamirpur,Acute Diarrheal Disease,290,0,11-03-2024,12-03-2024,Under Control,"Cases from Sai Hospital, Tauni Devi Bamson. Loose stools. Age 21-70 yrs. 1 water sample unsatisfactory. RRT investigated. Community awareness.",week 11
HP/KNG/2024/11/404,Himachal Pradesh,Kangra,Acute Diarrheal Disease,105,0,11-03-2024,13-03-2024,Under Control,"Cases from Ward No.2, Old Kangra. Loose stools. All age groups. Well water unfit for consumption. Likely caused by sewerage leakage. RRT investigated.",week 11
JK/PWM/2024/11/405,Jammu and Kashmir,Pulwama,Hepatitis A,27,0,12-03-2024,12-03-2024,Under Surveillance,"Cases from Village Bellow, Rajpora. Fever, fatigue, yellow eyes. Age 7-12 yrs. 1/10 samples positive IgM HAV. RRT investigated.",week 11
JH/DMK/2024/11/406,Jharkhand,Dumka,Chickenpox,10,0,10-03-2024,11-03-2024,Under Surveillance,Cases from Kurwa Harizan Tola. Fever with rash. Age 1-18 yrs. All 5 samples positive Chickenpox IgM ELISA. Symptomatic treatment. RRT investigated.,week 11
KN/DVA/2024/11/407,Karnataka,Davangere,Acute Diarrheal Disease,19,1,15-03-2024,16-03-2024,Under Surveillance,"Cases from CHC Malebennur. Loose motions, vomiting, fever after roadside vendor food. Age 6-18 yrs. 2/4 water samples suspicious. Death of 6 yr old male. RRT investigated.",week 11
KN/UDU/2024/11/408,Karnataka,Udupi,Acute Diarrheal Disease,20,0,11-03-2024,12-03-2024,Under Surveillance,"Cases from school, Neere, Karkala. Vomiting, diarrhea. Age 8-11 yrs. Stool culture negative. 3/4 water samples NSPP. RRT investigated.",week 11
KL/ERN/2024/11/409,Kerala,Ernakulam,Hepatitis A,13,0,13-03-2024,14-03-2024,Under Surveillance,"Cases from PHC Okkal, CHC Kalady. Fever, tiredness, jaundice, nausea, vomiting, myalgia. 3/7 samples positive Hepatitis A IgM ELISA. Contaminated well water suspected. RRT investigated.",week 11
KL/IDK/2024/11/410,Kerala,Idukki,Food Poisoning,11,0,12-03-2024,12-03-2024,Under Surveillance,"Cases from school, CHC Vandiperiyar, Manjumala. Loose stools, nausea, vomiting, headache after common food. Contaminated food suspected. RRT investigated.",week 11
KL/CNR/2024/11/411,Kerala,Kannur,Food Poisoning,133,0,12-03-2024,14-03-2024,Under Surveillance,"Cases from construction site, PHC Cheruthazham, Payyannur. Vomiting, diarrhea, fever, abdominal pain. Stool samples negative by PCR. RRT investigated.",week 11
KL/KAS/2024/11/412,Kerala,Kasaragod,Mumps,200,0,14-03-2024,15-03-2024,Under Surveillance,"Cases from BFHC Manjeshwar, Mangalpady. Fever with neck swelling. Age 0-10 yrs. 1/10 samples positive Mumps RT-PCR. RRT investigated.",week 11
KL/KOZ/2024/11/413,Kerala,Kozhikode,Hepatitis A,57,1,16-03-2024,16-03-2024,Under Surveillance,"Cases from PHC Kizhakkoth. Fever, headache, vomiting, fatigue, jaundice after wedding on 10.02.2024. 4 samples positive Anti-HAV IgM ELISA. Death of 52 yr male on 26.03.2024. RRT investigated.",week 11
KL/MLP/2024/11/414,Kerala,Malappuram,Hepatitis A,6,0,05-03-2024,14-03-2024,Under Surveillance,"Cases from PHC Porur, Nilambur. Jaundice after social gathering. Water satisfactory. Both blood samples positive Hepatitis-A IgM ELISA. RRT investigated.",week 11
KL/MLP/2024/11/415,Kerala,Malappuram,Acute Diarrheal Disease,10,0,08-03-2024,13-03-2024,Under Surveillance,"Cases from PHC Cheriyamundam, Tirur. Loose stools, vomiting after religious gathering food on 08/03/24. Rectal swabs positive for Noro virus. RRT investigated.",week 11
KL/MLP/2024/11/416,Kerala,Malappuram,Dengue,10,0,07-03-2024,12-03-2024,Under Surveillance,"Cases from SC Odakkayam, CHC Urngattiri. Fever. All 10 samples positive Dengue IgM ELISA. Vector control measures taken. RRT investigated.",week 11
KL/PLK/2024/11/417,Kerala,Palakkad,Hepatitis A,15,0,17-03-2024,17-03-2024,Under Surveillance,"Cases from PHC Kumaramputhur, Mannarkad. Fever, vomiting, tiredness. 3/4 samples positive Hepatitis-A IgM ELISA. RRT investigated.",week 11
MP/ASH/2024/11/418,Madhya Pradesh,Ashoknagar,Food Poisoning,7,0,15-03-2024,15-03-2024,Under Surveillance,"Cases from Jatoli, Mungaoli. Abdominal pain, loose stools after Mid-Day Meal in school. Age 6-9 yrs. Food sample sent for testing. RRT investigated.",week 11
MP/BAD/2024/11/419,Madhya Pradesh,Barwani,Food Poisoning,11,0,09-03-2024,11-03-2024,Under Surveillance,"Cases from PHC Khetia, Pansemal. Loose stools after eating mordhan on Shivaratri. All age groups. Food & water samples sent for testing. RRT investigated.",week 11
MP/CDW/2024/11/420,Madhya Pradesh,Chhindwara,Chickenpox,18,0,14-03-2024,15-03-2024,Under Surveillance,"Cases from Amarwara, Latgaon. Fever, blisters. Age 1-35 yrs. Clinically diagnosed. Infected isolated. RRT investigated.",week 11
MP/GUN/2024/11/421,Madhya Pradesh,Guna,Measles,6,0,11-03-2024,11-03-2024,Under Surveillance,"Cases from CHC Bamori. Fever with rash, cough, coryza. Age 3-9 yrs. 1 sample positive Measles IgM ELISA. RRT investigated.",week 11
MP/GUN/2024/11/422,Madhya Pradesh,Guna,Measles,6,0,11-03-2024,11-03-2024,Under Surveillance,"Cases from CHC Bamori. Fever with rash, cough, coryza. Age 4-11 yrs. 1 sample positive Measles IgM ELISA. RRT investigated.",week 11
MP/INR/2024/11/423,Madhya Pradesh,Indore,Acute Diarrheal Disease,10,0,11-03-2024,12-03-2024,Under Control,"Cases from CHC Banganga. Stomach ache, vomiting after common food place. Age 19-21 yrs. Contaminated food suspected. RRT investigated.",week 11
MP/SVP/2024/11/424,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,7,0,14-03-2024,15-03-2024,Under Control,"Cases from DH Shivpuri, Rator. Loose stools. RRT investigated. Community awareness on hygiene.",week 11
MP/UIJ/2024/11/425,Madhya Pradesh,Ujjain,Mumps,5,0,11-03-2024,11-03-2024,Under Surveillance,Cases from DH Ujjain. Fever with rash. Age 5-8 yrs. All 5 samples positive Mumps IgM ELISA. RRT investigated.,week 11
MH/AMR/2024/11/426,Maharashtra,Amravati,Malaria,64,0,12-03-2024,13-03-2024,Under Surveillance,"Cases from Village Butida, PHC Katkumbh. Fever, chills, nausea, headache, fatigue. 2/64 samples positive P.falciparum RDT. Fogging, source reduction. RRT investigated.",week 11
MH/DHL/2024/11/427,Maharashtra,Dhule,Acute Diarrheal Disease,118,0,14-03-2024,15-03-2024,Under Surveillance,"Cases from Training Centre, Shivtirth, UPHC Raulwadi. Pain abdomen, nausea, vomiting, loose motion. Age 22-26 yrs. Food samples sent for testing. Contaminated food suspected. RRT investigated.",week 11
MH/GAD/2024/11/428,Maharashtra,Gadchiroli,Malaria,34,1,13-03-2024,13-03-2024,Under Control,"Cases from Awalmari, PHC Jimalgatta. High fever, breathlessness, unconsciousness. 3/34 samples positive P.falciparum RDK. Death of 27 yr female. Fogging, source reduction. RRT investigated.",week 11
MH/GAD/2024/11/429,Maharashtra,Gadchiroli,Malaria,249,1,09-03-2024,11-03-2024,Under Control,"Cases from Godari, PHC Kotgul. High fever, breathlessness, unconsciousness. 3/249 samples positive P.falciparum RDK. Death of 6 yr female. Fogging, source reduction. RRT investigated.",week 11
